,state,district,stunting_range,uw_range,wasting_range,District_Name
318,MAHARASHTRA,NAGPUR,0.5,0.5,1,NAGPUR
319,MAHARASHTRA,BHANDARA,1,0.5,0.5,BHANDARA
320,MAHARASHTRA,GONDIYA,0.5,1,1,GONDIA
321,MAHARASHTRA,GADCHIROLI,0.5,1,1,GADCHIROLI
322,MAHARASHTRA,CHANDRAPUR,0.5,1,1,CHANDRAPUR
323,MAHARASHTRA,YAVATMAL,1,1,1,YAVATMAL
324,MAHARASHTRA,NANDED,1,0.5,0.5,NANDED
325,MAHARASHTRA,HINGOLI,0.5,0.5,0.5,HINGOLI
326,MAHARASHTRA,PARBHANI,1,1,0.5,PARBHANI
327,MAHARASHTRA,JALNA,1,1,0.5,JALNA
328,MAHARASHTRA,AURANGABAD,0.5,0.5,0.5,AURANGABAD
329,MAHARASHTRA,NASHIK,1,1,1,NASHIK
330,MAHARASHTRA,THANE,0.5,1,1,THANE
331,MAHARASHTRA,MUMBAI SUBURBAN,0,0.5,0.5,MUMBAI SUBURBAN
332,MAHARASHTRA,MUMBAI,0.5,0.5,1,MUMBAI
333,MAHARASHTRA,RAIGARH,0.5,0.5,1,RAIGARH
334,MAHARASHTRA,PUNE,0,0.5,0.5,PUNE
335,MAHARASHTRA,AHMADNAGAR,0.5,0.5,0.5,AHMEDNAGAR
336,MAHARASHTRA,BID,0.5,0.5,1,BEED
337,MAHARASHTRA,LATUR,0.5,0.5,0.5,LATUR
338,MAHARASHTRA,OSMANABAD,1,1,0.5,OSMANABAD
339,MAHARASHTRA,SOLAPUR,0.5,0.5,0.5,SOLAPUR
340,MAHARASHTRA,SATARA,0,0.5,0.5,SATARA
341,MAHARASHTRA,RATNAGIRI,0.5,0.5,0.5,RATNAGIRI
342,MAHARASHTRA,SINDHUDURG,0.5,0.5,0.5,SINDHUDURG
343,MAHARASHTRA,KOLHAPUR,0.5,0.5,1,KOLHAPUR
344,MAHARASHTRA,SANGLI,0,0.5,0.5,SANGLI
345,MANIPUR,SENAPATI,0.5,0,0,SENAPATI
346,MANIPUR,TAMENGLONG,0.5,0,0,TAMENGLONG
347,MANIPUR,CHURACHANDPUR,0.5,0,0,CHURACHANDPUR
348,MANIPUR,BISHNUPUR,0,0,0,BISHNUPUR
349,MANIPUR,THOUBAL,0.5,0,0,THOUBAL
350,MANIPUR,IMPHAL WEST,0,0,0,IMPHAL WEST
351,MANIPUR,IMPHAL EAST,0.5,0,0,IMPHAL EAST
352,MANIPUR,UKHRUL,0.5,0,0,UKHRUL
353,MANIPUR,CHANDEL,0.5,0,0,CHANDEL
354,MEGHALAYA,WEST GARO HILLS,0.5,0.5,0.5,WEST GARO HILLS
355,MEGHALAYA,EAST GARO HILLS,0.5,0,0,EAST GARO HILLS
356,MEGHALAYA,SOUTH GARO HILLS,0,0.5,1,SOUTH GARO HILLS
357,MEGHALAYA,WEST KHASI HILLS,1,0.5,0.5,WEST KHASI HILLS
358,MEGHALAYA,RIBHOI,1,0.5,0,RI BHOI
359,MEGHALAYA,EAST KHASI HILLS,1,0.5,0,EAST KHASI HILLS
360,MEGHALAYA,JAINTIA HILLS,1,0.5,0.5,EAST JAINTIA HILLS
361,MIZORAM,MAMIT,0.5,0,0,MAMIT
362,MIZORAM,KOLASIB,0.5,0,0,KOLASIB
363,MIZORAM,AIZWAL,0,0,0,AIZAWL
364,MIZORAM,CHAMPHAI,0.5,0,0,CHAMPHAI
365,MIZORAM,SERCHHIP,0.5,0,0,SERCHHIP
366,MIZORAM,LUNGLEI,0.5,0,0,LUNGLEI
367,MIZORAM,LAWNGTLAI,0.5,0.5,0,LAWNGTLAI
368,MIZORAM,SAIHA,0.5,0,0,SAIHA
369,NAGALAND,MON,0.5,0.5,0.5,MON
370,NAGALAND,MOKOKCHUNG,0,0,0,MOKOKCHUNG
371,NAGALAND,ZUNHEBOTO,0.5,0,0,ZUNHEBOTO
372,NAGALAND,WOKHA,0,0,0,WOKHA
373,NAGALAND,DIMAPUR,0,0,0,DIMAPUR
374,NAGALAND,PHEK,0.5,0,0,PHEK
375,NAGALAND,TUENSANG,0.5,0.5,0,TUENSANG
376,NAGALAND,LONGLENG,0.5,0,0.5,LONGLENG
377,NAGALAND,KIPHIRE,1,0.5,0,KIPHIRE
378,NAGALAND,KOHIMA,0,0,0,KOHIMA
379,NAGALAND,PEREN,0.5,0,0,PEREN
380,ODISHA,BARGARH,0.5,0.5,0.5,BARGARH
381,ODISHA,JHARSUGUDA,0.5,0.5,0.5,JHARSUGUDA
382,ODISHA,SAMBALPUR,1,1,1,SAMBALPUR
383,ODISHA,DEBAGARH,0.5,0.5,0.5,DEOGARH
384,ODISHA,SUNDARGARH,0.5,1,1,SUNDARGARH
385,ODISHA,KENDUJHAR,1,1,0.5,KENDUJHAR
386,ODISHA,MAYURBHANJ,1,1,0.5,MAYURBHANJ
387,ODISHA,BALESHWAR,0.5,0.5,0.5,BALESHWAR
388,ODISHA,BHADRAK,0.5,0.5,0.5,BHADRAK
389,ODISHA,KENDRAPARA,0.5,0.5,0,KENDRAPARA
390,ODISHA,JAGATSINGHAPUR,0,0,0,JAGATSINGHAPUR
391,ODISHA,CUTTACK,0,0,0,CUTTACK
392,ODISHA,JAJAPUR,0.5,0.5,0.5,JAJAPUR
393,ODISHA,DHENKANAL,0.5,0.5,0.5,DHENKANAL
394,ODISHA,ANUGUL,0.5,0.5,0.5,ANUGUL
395,ODISHA,NAYAGARH,0.5,0.5,0.5,NAYAGARH
396,ODISHA,KHORDHA,0,0.5,0,KHORDHA
397,ODISHA,PURI,0,0,0,PURI
398,ODISHA,GANJAM,0.5,0.5,0.5,GANJAM
399,ODISHA,GAJAPATI,0.5,0.5,0.5,GAJAPATI
400,ODISHA,KANDHAMAL,0.5,1,0.5,KANDHAMAL
401,ODISHA,BAUDH,1,1,0.5,BOUDH
402,ODISHA,SUBARNAPUR,1,1,0.5,SONEPUR
403,ODISHA,BALANGIR,1,1,1,BALANGIR
404,ODISHA,NUAPADA,0.5,1,1,NUAPADA
405,ODISHA,KALAHANDI,0.5,0.5,0.5,KALAHANDI
406,ODISHA,RAYAGADA,1,1,0.5,RAYAGADA
407,ODISHA,NABARANGAPUR,1,1,1,NABARANGPUR
408,ODISHA,KORAPUT,1,1,1,KORAPUT
409,ODISHA,MALKANGIRI,1,1,1,MALKANGIRI
410,PUDUCHERRY,YANAM,0.5,0.5,0.5,YANAM
411,PUDUCHERRY,PUDUCHERRY,0,0.5,0.5,PONDICHERRY
412,PUDUCHERRY,MAHE,0.5,0,0,MAHE
413,PUDUCHERRY,KARAIKAL,0,0.5,0.5,KARAIKAL
414,PUNJAB,GURDASPUR,0,0.5,0.5,GURDASPUR
415,PUNJAB,KAPURTHALA,0,0.5,0.5,KAPURTHALA
416,PUNJAB,JALANDHAR,0.5,0.5,0.5,JALANDHAR
417,PUNJAB,HOSHIARPUR,0.5,0.5,0.5,HOSHIARPUR
418,PUNJAB,SHAHID BHAGAT SINGH NAGAR,0,0.5,0.5,NAWANSHAHR
419,PUNJAB,FATEHGARH SAHIB,0,0,0,FATEHGARH SAHIB
420,PUNJAB,LUDHIANA,0.5,0.5,0.5,LUDHIANA
421,PUNJAB,MOGA,0.5,0.5,0.5,MOGA
422,PUNJAB,FIROZPUR,0.5,0.5,0.5,FIROZEPUR
423,PUNJAB,MUKTSAR,0.5,0.5,0.5,MUKTSAR
424,PUNJAB,FARIDKOT,0.5,0.5,0.5,FARIDKOT
425,PUNJAB,BATHINDA,0,0,0,BATHINDA
426,PUNJAB,MANSA,0.5,0.5,0.5,MANSA
427,PUNJAB,PATIALA,0,0,0,PATIALA
428,PUNJAB,AMRITSAR,0,0,0,AMRITSAR
429,PUNJAB,TARN TARAN,0,0,0,TARN TARAN
430,PUNJAB,RUPNAGAR,0,0.5,0,RUPNAGAR
431,PUNJAB,SAHIBZADA AJIT SINGH NAGAR,0,0.5,0,S.A.S NAGAR
432,PUNJAB,SANGRUR,0.5,0,0.5,SANGRUR
433,PUNJAB,BARNALA,0,0,0,BARNALA
434,RAJASTHAN,GANGANAGAR,0.5,0.5,0.5,GANGANAGAR
435,RAJASTHAN,HANUMANGARH,0.5,0.5,0.5,HANUMANGARH
436,RAJASTHAN,BIKANER,0.5,0.5,0.5,BIKANER
437,RAJASTHAN,CHURU,0.5,0.5,0.5,CHURU
438,RAJASTHAN,JHUNJHUNUN,0.5,0,0,JHUNJHUNU
439,RAJASTHAN,ALWAR,1,0.5,0.5,ALWAR
440,RAJASTHAN,BHARATPUR,1,0.5,0,BHARATPUR
441,RAJASTHAN,DHAULPUR,1,0.5,0.5,DHOLPUR
442,RAJASTHAN,KARAULI,1,0.5,0.5,KARAULI
443,RAJASTHAN,SAWAI MADHOPUR,0.5,0.5,0.5,SAWAI MADHOPUR
444,RAJASTHAN,DAUSA,0.5,0.5,0.5,DAUSA
445,RAJASTHAN,JAIPUR,0.5,0.5,0,JAIPUR
446,RAJASTHAN,SIKAR,0.5,0.5,0,SIKAR
447,RAJASTHAN,NAGAUR,0.5,0.5,0.5,NAGAUR
448,RAJASTHAN,JODHPUR,1,0.5,0.5,JODHPUR
449,RAJASTHAN,JAISALMER,0.5,0.5,0.5,JAISALMER
450,RAJASTHAN,BARMER,0.5,0.5,1,BARMER
451,RAJASTHAN,JALOR,1,1,1,JALORE
452,RAJASTHAN,SIROHI,1,1,1,SIROHI
453,RAJASTHAN,PALI,1,1,0.5,PALI
454,RAJASTHAN,AJMER,0.5,0.5,1,AJMER
455,RAJASTHAN,TONK,0.5,0.5,0.5,TONK
456,RAJASTHAN,BUNDI,0.5,1,1,BUNDI
457,RAJASTHAN,BHILWARA,0.5,1,1,BHILWARA
458,RAJASTHAN,RAJSAMAND,0.5,0.5,1,RAJSAMAND
459,RAJASTHAN,DUNGARPUR,1,1,1,DUNGARPUR
460,RAJASTHAN,BANSWARA,1,1,1,BANSWARA
461,RAJASTHAN,CHITTAURGARH,0.5,1,0.5,CHITTORGARH
462,RAJASTHAN,KOTA,0.5,0.5,1,KOTA
463,RAJASTHAN,BARAN,1,1,1,BARAN
464,RAJASTHAN,JHALAWAR,0.5,1,1,JHALAWAR
465,RAJASTHAN,UDAIPUR,1,1,1,UDAIPUR
466,RAJASTHAN,PRATAPGARH,1,1,1,PRATAPGARH
467,SIKKIM,NORTH DISTRICT,0,0,0.5,NORTH DISTRICT
468,SIKKIM,WEST DISTRICT,1,0,0,WEST DISTRICT
469,SIKKIM,SOUTH DISTRICT,0.5,0.5,0.5,SOUTH DISTRICT
470,SIKKIM,EAST DISTRICT,0,0,0,EAST DISTRICT
471,TAMIL NADU,THIRUVALLUR,0.5,0.5,0.5,THIRUVALLUR
472,TAMIL NADU,CHENNAI,0.5,0,0.5,CHENNAI
473,TAMIL NADU,KANCHEEPURAM,0,0,0,KANCHIPURAM
474,TAMIL NADU,VELLORE,0.5,0.5,1,VELLORE
475,TAMIL NADU,TIRUVANNAMALAI,0,0.5,1,TIRUVANNAMALAI
476,TAMIL NADU,VILUPPURAM,0.5,0.5,0.5,VILLUPURAM
477,TAMIL NADU,SALEM,0.5,0.5,0.5,SALEM
478,TAMIL NADU,NAMAKKAL,0.5,0,0,NAMAKKAL
479,TAMIL NADU,ERODE,0.5,0,0.5,ERODE
480,TAMIL NADU,THE NILGIRIS,0.5,0.5,1,THE NILGIRIS
481,TAMIL NADU,DINDIGUL,0.5,0.5,1,DINDIGUL
482,TAMIL NADU,KARUR,0.5,0.5,0.5,KARUR
483,TAMIL NADU,TIRUCHIRAPPALLI,0.5,0.5,0.5,TIRUCHIRAPPALLI
484,TAMIL NADU,PERAMBALUR,0,0.5,0.5,PERAMBALUR
485,TAMIL NADU,ARIYALUR,0.5,0.5,0.5,ARIYALUR
486,TAMIL NADU,CUDDALORE,0.5,0.5,0.5,CUDDALORE
487,TAMIL NADU,NAGAPATTINAM,0,0.5,0.5,NAGAPATTINAM
488,TAMIL NADU,THIRUVARUR,0.5,0.5,0.5,THIRUVARUR
489,TAMIL NADU,THANJAVUR,0.5,0.5,0.5,THANJAVUR
490,TAMIL NADU,PUDUKKOTTAI,0.5,0.5,0.5,PUDUKKOTTAI
491,TAMIL NADU,SIVAGANGA,0,0.5,0.5,SIVAGANGA
492,TAMIL NADU,MADURAI,0,0,0,MADURAI
493,TAMIL NADU,THENI,0.5,0.5,0,THENI
494,TAMIL NADU,VIRUDHUNAGAR,0.5,0.5,0.5,VIRUDHUNAGAR
495,TAMIL NADU,RAMANATHAPURAM,0,0.5,0.5,RAMANATHAPURAM
496,TAMIL NADU,THOOTHUKKUDI,0,0,0,TUTICORIN
497,TAMIL NADU,TIRUNELVELI,0.5,0.5,0,TIRUNELVELI
498,TAMIL NADU,KANNIYAKUMARI,0,0,0,KANNIYAKUMARI
499,TAMIL NADU,DHARMAPURI,0,0.5,1,DHARMAPURI
500,TAMIL NADU,KRISHNAGIRI,0.5,0.5,0.5,KRISHNAGIRI
501,TAMIL NADU,COIMBATORE,0.5,0.5,0.5,COIMBATORE
502,TAMIL NADU,TIRUPPUR,0.5,0.5,0.5,TIRUPPUR
503,TELANGANA,ADILABAD,0.5,0.5,0.5,ADILABAD
504,TELANGANA,NIZAMABAD,0.5,0.5,0.5,NIZAMABAD
505,TELANGANA,KARIMNAGAR,0,0.5,0.5,KARIMNAGAR
506,TELANGANA,MEDAK,0.5,0.5,0.5,MEDAK
507,TELANGANA,HYDERABAD,0,0,0,HYDERABAD
508,TELANGANA,RANGAREDDY,0.5,0.5,0,RANGAREDDI
509,TELANGANA,MAHBUBNAGAR,0.5,0.5,0.5,MAHBUBNAGAR
510,TELANGANA,NALGONDA,0.5,0.5,0.5,NALGONDA
511,TELANGANA,WARANGAL,0.5,0.5,0.5,WARANGAL
512,TELANGANA,KHAMMAM,0.5,0.5,0,KHAMMAM
513,TRIPURA,WEST TRIPURA,0,0,0,WEST TRIPURA
514,TRIPURA,SOUTH TRIPURA,0,0.5,0.5,SOUTH TRIPURA
515,TRIPURA,DHALAI,0.5,0.5,0.5,DHALAI
516,TRIPURA,NORTH TRIPURA,0.5,0.5,0,NORTH TRIPURA
517,UTTAR PRADESH,SAHARANPUR,0.5,0.5,0.5,SAHARANPUR
518,UTTAR PRADESH,MUZAFFARNAGAR,1,0.5,0.5,MUZAFFARNAGAR
519,UTTAR PRADESH,BIJNOR,1,1,0.5,BIJNOR
520,UTTAR PRADESH,MORADABAD,1,1,0.5,MORADABAD
521,UTTAR PRADESH,RAMPUR,1,1,0.5,RAMPUR
522,UTTAR PRADESH,JYOTIBA PHULE NAGAR,1,1,0.5,AMROHA
523,UTTAR PRADESH,MEERUT,0.5,0.5,0.5,MEERUT
524,UTTAR PRADESH,BAGHPAT,0.5,0.5,0,BAGHPAT
525,UTTAR PRADESH,GHAZIABAD,0.5,0.5,0,GHAZIABAD
526,UTTAR PRADESH,GAUTUM BUDDHA NAGAR,0.5,0.5,0.5,GAUTAM BUDDHA NAGAR
527,UTTAR PRADESH,BULANDSHAHR,1,0.5,0.5,BULANDSHAHR
528,UTTAR PRADESH,ALIGARH,1,0.5,0,ALIGARH
529,UTTAR PRADESH,MAHAMAYA NAGAR,1,0.5,0,HATHRAS
530,UTTAR PRADESH,MATHURA,1,0.5,0,MATHURA
531,UTTAR PRADESH,AGRA,1,0.5,0,AGRA
532,UTTAR PRADESH,FIROZABAD,1,0.5,0,FIROZABAD
533,UTTAR PRADESH,MAINPURI,1,0.5,0,MAINPURI
534,UTTAR PRADESH,BUDAUN,1,1,0.5,BUDAUN
535,UTTAR PRADESH,BAREILLY,1,1,0.5,BAREILLY
536,UTTAR PRADESH,PILIBHIT,1,1,0.5,PILIBHIT
537,UTTAR PRADESH,SHAHJAHANPUR,1,1,0.5,SHAHJAHANPUR
538,UTTAR PRADESH,KHERI,1,1,0.5,KHERI
539,UTTAR PRADESH,SITAPUR,1,1,0,SITAPUR
540,UTTAR PRADESH,HARDOI,1,0.5,0,HARDOI
541,UTTAR PRADESH,UNNAO,1,0.5,0,UNNAO
542,UTTAR PRADESH,LUCKNOW,0.5,1,1,LUCKNOW
543,UTTAR PRADESH,RAE BARELI,0.5,1,1,RAE BARELI
544,UTTAR PRADESH,FARRUKHABAD,1,0.5,0,FARRUKHABAD
545,UTTAR PRADESH,KANNAUJ,1,0.5,0,KANNAUJ
546,UTTAR PRADESH,ETAWAH,1,0.5,0,ETAWAH
547,UTTAR PRADESH,AURAIYA,1,1,1,AURAIYA
548,UTTAR PRADESH,KANPUR DEHAT,1,0.5,0.5,KANPUR DEHAT
549,UTTAR PRADESH,KANPUR NAGAR,1,1,0.5,KANPUR NAGAR
550,UTTAR PRADESH,JALAUN,1,1,1,JALAUN
551,UTTAR PRADESH,JHANSI,0.5,0.5,1,JHANSI
552,UTTAR PRADESH,LALITPUR,1,1,1,LALITPUR
553,UTTAR PRADESH,HAMIRPUR,0.5,0.5,1,HAMIRPUR
554,UTTAR PRADESH,MAHOBA,1,1,0.5,MAHOBA
555,UTTAR PRADESH,BANDA,1,1,0.5,BANDA
556,UTTAR PRADESH,CHITRAKOOT,1,1,1,CHITRAKOOT
557,UTTAR PRADESH,FATEHPUR,1,1,0,FATEHPUR
558,UTTAR PRADESH,PRATAPGARH,1,1,0.5,PRATAPGARH
559,UTTAR PRADESH,KAUSHAMBI,1,1,1,KAUSHAMBI
560,UTTAR PRADESH,ALLAHABAD,1,1,0.5,ALLAHABAD
561,UTTAR PRADESH,BARA BANKI,1,1,0,BARABANKI
562,UTTAR PRADESH,FAIZABAD,1,1,0.5,FAIZABAD
563,UTTAR PRADESH,AMBEDKAR NAGAR,1,1,0.5,AMBEDKAR NAGAR
564,UTTAR PRADESH,SULTANPUR,1,0.5,0.5,SULTANPUR
565,UTTAR PRADESH,BAHRAICH,1,1,0,BAHRAICH
566,UTTAR PRADESH,SHRAWASTI,1,0.5,0,SHRAVASTI
567,UTTAR PRADESH,BALRAMPUR,1,1,0,BALRAMPUR
568,UTTAR PRADESH,GONDA,1,0.5,0,GONDA
569,UTTAR PRADESH,SIDDHARTHNAGAR,1,1,0,SIDDHARTH NAGAR
570,UTTAR PRADESH,BASTI,1,0.5,0,BASTI
571,UTTAR PRADESH,SANT KABIR NAGAR,1,0.5,0,SANT KABEER NAGAR
572,UTTAR PRADESH,MAHRAJGANJ,1,0.5,0,MAHARAJGANJ
573,UTTAR PRADESH,GORAKHPUR,1,0.5,0.5,GORAKHPUR
574,UTTAR PRADESH,KUSHINAGAR,1,0.5,0,KUSHI NAGAR
575,UTTAR PRADESH,DEORIA,1,0.5,0,DEORIA
576,UTTAR PRADESH,AZAMGARH,0.5,0.5,0.5,AZAMGARH
577,UTTAR PRADESH,MAU,1,0.5,0.5,MAU
578,UTTAR PRADESH,BALLIA,0.5,0.5,0,BALLIA
579,UTTAR PRADESH,JAUNPUR,1,1,1,JAUNPUR
580,UTTAR PRADESH,GHAZIPUR,1,0.5,0.5,GHAZIPUR
581,UTTAR PRADESH,CHANDAULI,1,0.5,0.5,CHANDAULI
582,UTTAR PRADESH,VARANASI,1,1,1,VARANASI
583,UTTAR PRADESH,SANT RAVIDAS NAGAR,1,1,0.5,SANT RAVIDAS NAGAR
584,UTTAR PRADESH,MIRZAPUR,1,1,0.5,MIRZAPUR
585,UTTAR PRADESH,SONBHADRA,1,1,0.5,SONBHADRA
586,UTTAR PRADESH,ETAH,1,0.5,0,ETAH
587,UTTAR PRADESH,KANSHIRAM NAGAR,1,0.5,0,KASGANJ
588,UTTARAKHAND,UTTARKASHI,0.5,1,1,UTTAR KASHI
589,UTTARAKHAND,CHAMOLI,0.5,0.5,0.5,CHAMOLI
590,UTTARAKHAND,RUDRAPRAYAG,0.5,0.5,0.5,RUDRA PRAYAG
591,UTTARAKHAND,TEHRI GARHWAL,0.5,1,1,TEHRI GARHWAL
592,UTTARAKHAND,DEHRADUN,0.5,0.5,1,DEHRADUN
593,UTTARAKHAND,GARHWAL,0,0.5,1,PAURI GARHWAL
594,UTTARAKHAND,PITHORAGARH,0.5,0,0.5,PITHORAGARH
595,UTTARAKHAND,BAGESHWAR,0.5,0.5,1,BAGESHWAR
596,UTTARAKHAND,ALMORA,0.5,0.5,0,ALMORA
597,UTTARAKHAND,CHAMPAWAT,0.5,0.5,0.5,CHAMPAWAT
598,UTTARAKHAND,NAINITAL,0.5,0,0,NAINITAL
599,UTTARAKHAND,UDHAM SINGH NAGAR,0.5,0.5,0,UDAM SINGH NAGAR
600,UTTARAKHAND,HARDWAR,0.5,0.5,0,HARIDWAR
601,WEST BENGAL,DARJILING,0.5,0.5,0,DARJEELING
602,WEST BENGAL,JALPAIGURI,0.5,0.5,0.5,JALPAIGURI
603,WEST BENGAL,KOCH BIHAR,0.5,0.5,0.5,COOCHBEHAR
604,WEST BENGAL,UTTAR DINAJPUR,1,0.5,0,DINAJPUR UTTAR
605,WEST BENGAL,DAKSHIN DINAJPUR,0.5,0.5,0.5,DINAJPUR DAKSHIN
606,WEST BENGAL,MALDAH,0.5,0.5,0.5,MALDAH
607,WEST BENGAL,MURSHIDABAD,1,0.5,0.5,MURSHIDABAD
608,WEST BENGAL,BIRBHUM,1,1,1,BIRBHUM
609,WEST BENGAL,BARDDHAMAN,0.5,0.5,1,BARDHAMAN
610,WEST BENGAL,NADIA,0,0,0,NADIA
611,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,0,0,0,24 PARAGANAS NORTH
612,WEST BENGAL,HUGLI,0.5,0.5,0.5,HOOGHLY
613,WEST BENGAL,BANKURA,0.5,0.5,1,BANKURA
614,WEST BENGAL,PURULIYA,1,1,1,PURULIA
615,WEST BENGAL,HAORA,0.5,0.5,0,HOWRAH
616,WEST BENGAL,KOLKATA,0,0,0.5,KOLKATA
617,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,0.5,0.5,0.5,24 PARAGANAS SOUTH
618,WEST BENGAL,PASCHIM MEDINIPUR,0.5,1,1,MEDINIPUR WEST
619,WEST BENGAL,PURBA MEDINIPUR,0.5,0.5,0.5,MEDINIPUR EAST